host_id,listing_count,host_rank,cumulative_listing_count,cumulative_listing_share_percentage,cumulative_host_share_percentage
701528793,11,39,1565,50.53277365192122,5.118110236220472
8978331,11,40,1576,50.887956086535354,5.2493438320209975
680876971,11,41,1587,51.243138521149504,5.380577427821522
33096269,11,42,1598,51.59832095576364,5.511811023622047
96718721,11,43,1609,51.95350339037779,5.6430446194225725
800558,10,44,1619,52.276396512754275,5.774278215223097
545752783,10,45,1629,52.59928963513077,5.905511811023622
507310820,10,46,1639,52.922182757507265,6.036745406824147
461577696,9,47,1648,53.212786567646106,6.167979002624672
372124974,9,48,1657,53.50339037778495,6.299212598425196
375833318,9,49,1666,53.7939941879238,6.4304461942257225
11463785,9,50,1675,54.08459799806265,6.561679790026247
256587033,9,51,1684,54.37520180820149,6.692913385826772
209260798,9,52,1693,54.66580561834032,6.824146981627297
135298846,9,53,1702,54.95640942847917,6.955380577427822
124516401,8,54,1710,55.21472392638037,7.086614173228346
159031223,8,55,1718,55.47303842428156,7.217847769028872
11390076,8,56,1726,55.73135292218275,7.349081364829396
679890583,8,57,1734,55.989667420083954,7.480314960629922
657864050,8,58,1742,56.24798191798514,7.611548556430446
264230720,8,59,1750,56.50629641588634,7.742782152230972
299971996,7,60,1757,56.732321601549884,7.874015748031496
193819283,7,61,1764,56.95834678721343,8.005249343832022
220661611,7,62,1771,57.18437197287698,8.136482939632545
694002672,7,63,1778,57.410397158540526,8.267716535433072
1521514,7,64,1785,57.636422344204064,8.398950131233596
155244964,7,65,1792,57.86244752986761,8.530183727034121
49380207,7,66,1799,58.08847271553116,8.661417322834646
122243761,7,67,1806,58.314497901194706,8.792650918635172
717297768,7,68,1813,58.54052308685825,8.923884514435695
696337650,7,69,1820,58.76654827252179,9.05511811023622
748341190,7,70,1827,58.99257345818534,9.186351706036746
722769303,7,71,1834,59.218598643848885,9.317585301837271
494593479,7,72,1841,59.44462382951243,9.448818897637794
735286004,7,73,1848,59.67064901517598,9.580052493438322
700813835,7,74,1855,59.89667420083952,9.711286089238845
545752502,7,75,1862,60.122699386503065,9.84251968503937
732177708,6,76,1868,60.316435259928966,9.973753280839896
730145730,6,77,1874,60.51017113335486,10.104986876640421
518346592,6,78,1880,60.70390700678075,10.236220472440944
376700307,6,79,1886,60.89764288020665,10.36745406824147
373313984,6,80,1892,61.091378753632554,10.498687664041995
328368210,6,81,1898,61.28511462705845,10.62992125984252
